作品,人物,PageRank,介数中心性,度中心性,接近中心性
二心集,左联,0.019209311066671588,0.006566347469220246,0.046511627906976744,0.0865171650055371
二心集,鲁迅,0.027516169285885957,0.04569083447332421,0.08139534883720931,0.11011275546159267
二心集,冯雪峰,0.007227381037595751,0.0,0.011627906976744186,0.08074935400516797
二心集,胡适,0.022061626130554207,0.0008207934336525308,0.03488372093023256,0.03488372093023256
二心集,胡适之,0.012969920873391615,0.0,0.011627906976744186,0.020930232558139535
二心集,文必夏,0.011494252873563218,0.0,0.011627906976744186,0.011627906976744186
二心集,须信雅,0.011494252873563218,0.0,0.011627906976744186,0.011627906976744186
二心集,严又陵,0.011494252873563218,0.0,0.011627906976744186,0.011627906976744186
二心集,赵老爷,0.011494252873563218,0.0,0.011627906976744186,0.011627906976744186
二心集,吴汝纶,0.016777939502058716,0.00027359781121751026,0.023255813953488372,0.023255813953488372
二心集,桐城派,0.008852409559315473,0.0,0.011627906976744186,0.015503875968992248
二心集,诸子,0.008852409559315473,0.0,0.011627906976744186,0.015503875968992248
二心集,严复,0.011494252873563218,0.0,0.011627906976744186,0.011627906976744186
二心集,赫胥黎,0.011494252873563218,0.0,0.011627906976744186,0.011627906976744186
二心集,马克斯,0.029556259775612114,0.0019151846785225718,0.046511627906976744,0.10093669250645995
二心集,蒲力汗,0.02352599308198001,0.0426812585499316,0.05813953488372093,0.12317698068584942
二心集,列宁,0.011447112290836073,0.01012311901504788,0.046511627906976744,0.10235833606288897
二心集,门塞,0.006537485241064458,0.03337893296853625,0.03488372093023256,0.09955399808856323
二心集,卢森堡,0.011494252873563218,0.0,0.011627906976744186,0.011627906976744186
二心集,罗若,0.011494252873563218,0.0,0.011627906976744186,0.011627906976744186
二心集,恩格斯,0.003106593508976892,0.0,0.011627906976744186,0.08353381448810479
二心集,普列汉诺,0.006354232951810008,0.006566347469220246,0.03488372093023256,0.0865171650055371
二心集,列宁选集,0.0034932354483297205,0.0,0.011627906976744186,0.07649938800489596
二心集,卢那,0.010151492708285416,0.04213406292749658,0.03488372093023256,0.11913839115516585
二心集,卢那察,0.006632953036857313,0.0,0.023255813953488372,0.09689922480620156
二心集,罗隆基,0.005472732245153527,0.0,0.011627906976744186,0.020930232558139535
二心集,阿狗阿猫,0.010705361604911829,0.0,0.023255813953488372,0.026162790697674417
二心集,阿猫,0.014528450060683944,0.00013679890560875513,0.03488372093023256,0.03488372093023256
二心集,阿狗,0.014528450060683944,0.00013679890560875513,0.03488372093023256,0.03488372093023256
二心集,拓荒者,0.01761323817560319,0.003967168262653899,0.046511627906976744,0.056976744186046514
二心集,梁实秋,0.01761323817560319,0.003967168262653899,0.046511627906976744,0.056976744186046514
二心集,成仿吾,0.00505108291975953,0.0,0.011627906976744186,0.03561046511627907
