word,count
流行,5
赵贵,5
伤心,5
张开,5
男女,5
语出,5
内传,5
别传,5
正史,5
嘴巴,5
文童,5
怒目而视,5
虫豸,5
孤孀,5
唾沫,5
府上,5
手执,5
三步,5
发财,5
箱子,5
柿油党,5
抓进,5
俄国,4
嚷嚷,4
虾蟆,4
十几个,4
窗外,4
微笑,4
夫人,4
唯一,4
再也,4
世界,4
做过,4
四年,4
所用,4
灵魂,4
奚落,4
中医,4
病人,4
家族,4
医学,4
预备,4
这一,4
只能,4
提倡,4
警察,4
商量,4
最先,4
失败,4
无可,4
并未,4
经验,4
会馆,4
发了,4
读者,4
清政府,4
中止,4
参看,4
钱玄同,4
一位,4
这位,4
说些,4
辛苦,4
性命,4
扬州,4
嘉定,4
革命军,4
邹容,4
几年,4
见面,4
穿着,4
洋鬼子,4
改了,4
博士,4
几次,4
子孙,4
脊梁,4
答道,4
默默,4
起义,4
县考,4
眼里,4
前程,4
神色,4
书包,4
头去,4
空中,4
不合,4
痕迹,4
举动,4
锄头,4
一气,4
空虚,4
浑身,4
灯光,4
一排,4
下巴,4
远处,4
檐下,4
字形,4
开去,4
常有,4
科举,4
姓名,4
发见,4
意见,4
地位,4
缘故,4
教育,4
好容易,4
惟有,4
一本,4
一副,4
万分,4
鼻子,4
忘记,4
道理,4
照旧,4
年关,4
夜里,4
休息,4
一口,4
为难,4
恍然大悟,4
连忙,4
说完,4
孟子,4
一文,4
老屋,4
天空,4
碧绿,4
西瓜,4
少爷,4
祭祀,4
名字,4
厨房,4
远远地,4
店里,4
记忆,4
抬起,4
张着,4
拿破仑,4
美国,4
哥儿,4
形容,4
吸烟,4
两条,4
女儿,4
傍晚,4
颜色,4
模糊,4
本是,4
害怕,4
清朝,4
沿用,4
黄酒,4
职务,4
整天,4
喝酒,4
一部,4
大人,4
何家,4
快活,4
粉板,4
读过,4
记着,4
回字,4
笑声,4
中秋,4
十九个,4
打折,4
平常,4
眼色,4
衣袋,4
之下,4
君子,4
一对,4
这小,4
父母,4
吃惊,4
热闹,4
睡不着,4
官员,4
矮凳,4
乌桕树,4
文豪,4
七十九岁,4
活够,4
你家,4
点灯,4
着急,4
光头,4
邻村,4
道士,4
望见,4
饭碗,4
囚徒,4
喝道,4
生气,4
抵挡,4
正气,4
人丛,4
关上门,4
方法,4
城内,4
笑嘻嘻,4
七年,4
八月,4
小事,4
老拱们,4
等候,4
两人,4
一串,4
上前,4
揪住,4
死者,4
影响,4
微风,4
一步,4
冬冬,4
不好,4
台上,4
目连,4
老生,4
村里,4
担心,4
底细,4
不多时,4
阿发,4
背上,4
罗汉豆,4
见识,4
状元,4
小孩子,4
一惊,4
一伙人,4
恶人,4
易子而食,4
虫子,4
易牙,4
左传,4
国史馆,4
竹帛,4
百家姓,4
闲人,4
心满意足,4
得胜,4
上坟,4
春天,4
生平,4
老婆,4
哭丧棒,4
人大,4
滑腻,4
人生,4
少奶奶,4
布衫,4
洋纱,4
娘子,4
宣德,4
自由党,4
顶子,4
横肉,4
那人,4
不孝,4
孔丘,4
灯笼,4
驼背,4
阿义,4
一向,3
天下,3
缅甸,3
夏夜,3
想起,3
蛙鸣,3
买来,3
二尺,3
荷池,3
可爱,3
遍身,3
教书,3
走散,3
露出,3
几条,3
俄罗斯,3
绝无,3
第八卷,3
同年,3
杂志,3
收入,3
年青,3
一倍,3
医生,3
事实,3
时间,3
时事,3
画片,3
喝采,3
赏鉴,3
东京,3
国民,3
不幸,3
改变,3
运动,3
文学,3
新生,3
逃走,3
未尝,3
一人,3
生人,3
自有,3
无端,3
不可不,3
消灭,3
泥土,3
愿望,3
蚊子,3
一间,3
狂人日记,3
当日,3
几声,3
暂时,3
所说,3
江南,3
目录,3
吩咐,3
懒洋洋,3
洋布,3
关门,3
一生,3
高声,3
老实,3
两眼,3
剪掉,3
便当,3
厌恶,3
这人,3
家景,3
不说,3
罪名,3
成功,3
爽快,3
利害,3
手杖,3
这件,3
宣统,3
改革,3
造物,3
永远,3
领导,3
武昌起义,3
一月,3
又称,3
五色,3
尚书,3
相关,3
男子,3
二年,3
舆论,3
跳进,3
圆图,3
短发,3
敬畏,3
刹时,3
惘惘,3
喉咙,3
大吃一惊,3
减少,3
直跳,3
耳边,3
着想,3
往外,3
满眼,3
明亮,3
突突,3
闪烁,3
别家,3
关了门,3
寒冷,3
房外,3
徘徊,3
提高,3
他家,3
有趣,3
银子,3
平时,3
狮子,3
方砖,3
骨头,3
大悟,3
仰面,3
开门,3
传扬,3
邻居,3
东方,3
考取,3
较大,3
改为,3
转念,3
近于,3
是非之心,3
性相近,3
大发,3
通行,3
团体,3
动摇,3
薪水,3
官俸,3
不去,3
上课,3
给钱,3
猴子,3
高尚,3
领来,3
桌旁,3
宣告,3
讨论,3
欠薪,3
表同情,3
做官,3
鄙薄,3
大会,3
阔人,3
多半,3
赞成,3
阎王,3
本领,3
了然,3
往常,3
总得,3
同去,3
愕然,3
沉静,3
送来,3
午饭,3
地面,3
午后,3
永生,3
吃完饭,3
床上,3
半圆,3
这手,3
寻到,3
铺子,3
报馆,3
很大,3
一早,3
养活,3
彩票,3
离娄,3
写字,3
菩萨,3
二十年,3
搬家,3
搬走,3
喝茶,3
行李,3
亲戚,3
一轮,3
三十多年,3
祭器,3
闰土来,3
缺土,3
鸟雀,3
日日,3
盼望,3
一顶,3
日里,3
观音,3
不算,3
小狗,3
景况,3
愈加,3
豆腐店,3
二嫂,3
豆腐,3
西施,3
圆规,3
关系,3
华盛顿,3
这事,3
破烂,3
转身,3
收拾,3
皱纹,3
回旋,3
欢喜,3
动着,3
第五个,3
太平,3
总要,3
香炉,3
烛台,3
掏出,3
朦胧,3
第一号,3
四日,3
浙江,3
春秋,3
担任,3
道员,3
俗称,3
区域,3
热水,3
一碟,3
短衣,3
主顾,3
幸亏,3
青白,3
眼见,3
额上,3
哄笑,3
坏脾气,3
略略,3
不耐烦,3
写法,3
围住,3
伸开,3
看一看,3
多乎,3
做成,3
白兔,3
吆喝,3
后窗,3
桑树,3
后脚,3
矮墙,3
树叶,3
两匹,3
一出,3
定下,3
失望,3
不错,3
之中,3
全家,3
口碑,3
配合,3
不以为然,3
晨报,3
临河,3
农家,3
文人,3
我活,3
伸出,3
双丫角,3
村庄,3
习惯,3
便用,3
儿媳,3
太公,3
象牙,3
六尺,3
湘妃竹,3
皇恩,3
直觉,3
不妙,3
回复,3
学问,3
三国志,3
头皮,3
饭菜,3
不留,3
拖下去,3
脚跟,3
一班,3
看热闹,3
过意不去,3
解劝,3
大老爷,3
小鬼,3
张大帅,3
忧愁,3
铜钉,3
做事,3
三国演义,3
评语,3
字样,3
十一月,3
间壁,3
床沿,3
纺车,3
可怕,3
曙光,3
天明,3
呼吸,3
何小仙,3
中焦,3
火克金,3
济世,3
一身,3
臂膊,3
平稳,3
合上,3
号啕,3
两块,3
伸出手,3
好好,3
气愤愤,3
不觉,3
太静,3
太空,3
喘气,3
跄跄,3
踉踉,3
用语,3
佛教,3
背心,3
踌躇,3
两回,3
进门,3
皇皇,3
适于,3
舞台,3
打听,3
丛中,3
左边,3
小旦,3
书名,3
秩斯干,3
幽幽,3
字来,3
钓虾,3
早上,3
豆浆,3
包票,3
轻松,3
船尾,3
开船,3
柏林,3
界限,3
本村,3
月光,3
田里,3
肚里,3
煮熟,3
民间,3
某地,3
候补,3
分外,3
古久,3
簿子,3
几口,3
青面獠牙,3
狼子,3
心肝,3
眼看,3
园里,3
刽子手,3
下手,3
合伙,3
哥哥,3
兄弟,3
李时珍,3
本草,3
人肉,3
海乙,3
从来如此,3
父子,3
锡林,3
痨病,3
真心,3
沉重,3
医治,3
秋瑾,3
安徽,3
立言,3
不朽,3
列传,3
宣付,3
本传,3
博徒,3
引车卖浆,3
书法,3
酒钱,3
阿桂,3
阿贵,3
茂才,3
陈独秀,3
洋字,3
生怕,3
籍贯,3
郡名,3
缺点,3
优胜,3
玩笑,3
城里人,3
条凳,3
回事,3
辫根,3
歪着头,3
汗流满面,3
天门,3
穿堂,3
太牢,3
屈辱,3
报仇,3
棍子,3
拍拍,3
静修,3
晦气,3
飞去,3
断子绝孙,3
无后为大,3
诛心,3
伊们,3
例外,3
跪下,3
墙壁,3
慌张,3
冲出,3
一场,3
翻身,3
一封,3
鞋底,3
龙虎斗,3
求食,3
刮目相待,3
茶馆,3
麻酱,3
闺中,3
焦急,3
拿来,3
庭训,3
十四日,3
崇正,3
未免,3
投降,3
锵锵,3
贤弟,3
四两,3
洋炮,3
一想,3
咸与维新,3
竹筷,3
桃子,3
翰林,3
刘海,3
宁式,3
大堂,3
满头,3
羞愧,3
追赃,3
枪毙,3
一趟,3
成因,3
华盖,3
一九三一年,3
校释,3
史书,3
其父,3
此何,3
敖氏,3
诛意,3
崇祯,3
丁字街,3
运气,3
化过,3
纸锭,3
喜剧,2
诗人,2
沙漠,2
感得,2
芝兰之室,2
不闻,2
春和秋,2
夏初,2
访问,2
安静,2
卧榻,2
长发,2
音乐,2
树上,2
勇猛,2
中央,2
三尺,2
荷花,2
处所,2
科斗,2
有时候,2
常说,2
种田,2
劝告,2
养鸡,2
飞跑,2
几只,2
松花,2
说好,2
冷饭,2
第十二号,2
童话,2
印度,2
参加,2
北京大学,2
回国,2
作品,2
童话集,2
孔子,2
悲剧,2
译出,2
第九号,2
自序,2
回忆,2
使人,2
意味,2
苦于,2
全忘,2
便成,2
药店,2
侮蔑,2
有名,2
结子,2
异地,2
情理,2
排斥,2
看不见,2
顾不得,2
无意,2
维新,2
学籍,2
乡间,2
教师,2
风景,2
便须,2
同学,2
久违,2
体格,2
麻木,2
完毕,2
善于,2
文艺,2
留学生,2
同志,2
谓之,2
出版,2
接近,2
自此以后,2
凡有,2
促其,2
奋斗,2
赞同,2
长大,2
英雄,2
这于,2
痛苦,2
麻醉,2
旁观,2
相传,2
槐树,2
许多年,2
古碑,2
主义,2
消去,2
缝里,2
一点一点,2
老朋友,2
金心异,2
手提,2
皮夹,2
怦怦,2
做点,2
许是,2
是从,2
嚷起来,2
清醒,2
决不能,2
证明,2
单四嫂,2
无论如何,2
侥幸,2
人间,2
缘由,2
南京,2
水师,2
第二年,2
朝花夕拾,2
绍兴县,2
寓居,2
造像,2
墓志,2
六朝,2
古籍,2
后汉书,2
编辑,2
委员,2
文化,2
闲天,2
一听,2
脾气,2
佩服,2
斑驳陆离,2
心头,2
坐立,2
一颗,2
一个多月,2
迫害,2
事来,2
一摸,2
笑骂,2
老兄,2
宝贝,2
冤家,2
古今,2
古人,2
刑法,2
要紧,2
大辟,2
宫刑,2
幽闭,2
光着头,2
屠城,2
手段,2
反抗,2
亡国,2
遗老,2
洪杨,2
官兵,2
吃苦,2
想些,2
奥妙,2
大怒,2
告官,2
直截,2
拚命,2
日报,2
监学,2
同事,2
惟恐,2
缺少,2
犯不上,2
装作,2
六个,2
元年,2
辱骂,2
脸来,2
幸福,2
苦痛,2
阿尔志跋,2
绥夫,2
上时,2
帽子,2
再见,2
建立,2
临时,2
议决,2
注解,2
之内,2
废止,2
十日,2
清军,2
占领,2
屠杀,2
书籍,2
清王朝,2
满族,2
旧俗,2
脑后,2
下令,2
留发,2
宣传,2
五年,2
一事,2
所著,2
职员,2
第九章,2
陈字,2
照壁,2
拂拂,2
吹动,2
初冬,2
温和,2
灰白,2
乡试,2
一径,2
赶走,2
杂姓,2
清高,2
平日,2
安排,2
停当,2
倒塌,2
碎片,2
自觉,2
走向,2
圈子,2
跳舞,2
小觑,2
片时,2
胡乱,2
小头,2
模胡,2
制艺,2
试帖,2
刚近,2
缩回,2
炊烟,2
碗筷,2
及早,2
映出,2
左弯右,2
伊说,2
祖宗,2
谜语,2
前去,2
发掘,2
房子,2
转过,2
昏暗,2
定睛,2
无非,2
桌子,2
四块,2
细沙,2
爬开,2
黑土,2
深夜,2
手腕,2
碰到,2
坚硬,2
急忙,2
聚精会神,2
挖起,2
又触,2
几片,2
流汗,2
剥剥,2
牙齿,2
误到,2
索索,2
笑吟吟,2
嘲笑,2
山里,2
白天,2
放出,2
毕毕,2
缩小,2
恐怖,2
门前,2
黎明,2
明是,2
生前,2
十个,2
河底,2
初试,2
一名,2
方向,2
诗文,2
制成,2
端午节,2
稳当,2
感慨,2
威压,2
先是,2
放在心上,2
想着,2
特别,2
两样,2
易地,2
皆然,2
难免,2
辩解,2
无用,2
总长,2
别有,2
支持,2
联合,2
才略,2
缺钱,2
释然,2
罢课,2
课才,2
教育家,2
称呼,2
发明,2
习惯法,2
气恼,2
近乎,2
新华门,2
头破血出,2
拖欠,2
决议,2
每到,2
不理,2
头痛,2
讥笑,2
润笔,2
孤高,2
出世,2
一端,2
大乘,2
起信论,2
穷小子,2
小厮,2
附和,2
提出,2
初四,2
伊便,2
一叠,2
伊并,2
代表,2
赏钱,2
会计,2
昨夜,2
校长,2
出气,2
言语,2
懊恼,2
节根,2
十二点,2
中交票,2
惊疑,2
看定,2
不及,2
银行,2
惴惴的,2
取消,2
三天,2
硬着头皮,2
恭维,2
收不起,2
买卖,2
领款,2
不算什么,2
支使,2
出钱,2
同乡,2
收到,2
局促,2
一动,2
命令,2
一瓶,2
莲花白,2
惩罚,2
一枝,2
追上去,2
半年,2
情面,2
脚步,2
料想,2
小说月报,2
第十三卷,2
范源濂,2
周刊,2
各校,2
事件,2
索取,2
原指,2
用作,2
别称,2
发行,2
胡适,2
赌博,2
官方,2
号码,2
抽签,2
办法,2
中奖号码,2
船舱,2
横着,2
活气,2
悲凉,2
全不,2
好得多,2
美丽,2
影像,2
解释,2
有如,2
远离,2
枯草,2
迎着,2
飞出,2
歇息,2
几件,2
小半,2
想见,2
神异,2
深蓝,2
中挂,2
圆月,2
银圈,2
反从,2
胯下,2
在世,2
正月,2
讲究,2
三种,2
种地,2
新年,2
紫色,2
圆脸,2
项圈,2
愿心,2
谈些,2
空地,2
绳子,2
一拉,2
角鸡,2
鬼见,2
胡叉,2
并不知道,2
经历,2
水果,2
鱼儿,2
四角,2
大哭,2
一包,2
坐火车,2
赶忙,2
颧骨,2
五十岁,2
两脚,2
正像,2
伶仃,2
蒙着,2
鄙夷,2
惶恐,2
不阔,2
身材,2
增加,2
纸包,2
那手,2
出口,2
外去,2
态度,2
恭敬,2
磕头,2
廿年,2
颈子,2
老太太,2
紧紧,2
走走,2
事务,2
稻草,2
启程,2
忙碌,2
谈天,2
破旧,2
向前走,2
两岸,2
船后,2
黑眼睛,2
每日,2
十多个,2
碗碟,2
栅栏,2
食料,2
潺潺,2
水声,2
地步,2
切近,2
展开,2
无所谓,2
封建社会,2
活动,2
费用,2
轮流,2
主持,2
八字,2
说法,2
八个,2
包括,2
避邪,2
美女,2
用以,2
资产阶级,2
政治家,2
自称,2
特定,2
改称,2
四文,2
顾客,2
店面,2
壶子,2
专管,2
声气,2
高大,2
之乎者也,2
半懂不懂,2
描红,2
叫作,2
排出,2
清白,2
窃书,2
接连,2
君子固穷,2
内外,2
充满,2
谈论,2
讨饭,2
免不了,2
还清,2
神气,2
不安,2
责备,2
理会,2
许久,2
教给,2
掌柜的,2
好笑,2
草头,2
四样,2
热心,2
完豆,2
碟子,2
服辩,2
棉袄,2
向外,2
分辩,2
单说,2
取笑,2
聚集,2
第六卷,2
附记,2
著者,2
免得,2
印有,2
红色,2
明代,2
小生,2
可知,2
童生,2
一级,2
考试,2
取中,2
子罕,2
子贡曰,2
夫子,2
原意,2
无关,2
夏间,2
安心,2
庙会,2
至多,2
一拳,2
一株,2
菠菜,2
身子,2
一弹,2
鸦鹊,2
恶狠狠,2
对头,2
木箱,2
前脚,2
大得多,2
进洞,2
大半天,2
繁荣,2
不动,2
洞口,2
探头,2
弟弟,2
草叶,2
那大,2
墙角,2
依稀,2
爪痕,2
决心,2
夹些,2
兔毛,2
雪白,2
窜出,2
很小,2
细看,2
哺乳,2
为然,2
被害,2
闲空,2
捉住,2
无双,2
竟是,2
散乱,2
长班,2
断送,2
牌楼,2
太滥,2
打起,2
抱不平,2
探问,2
答话,2
一瞥,2
青酸钾,2
副刊,2
画像,2
风波,2
光线,2
乌桕,2
气来,2
芭蕉扇,2
冒烟,2
河里,2
田家,2
败家,2
大寿,2
比伊,2
一斤,2
饭篮,2
桌边,2
祖父,2
从鲁镇,2
村人,2
出场,2
白铜,2
爹爹,2
绝望,2
水面,2
声响,2
心坎,2
竹布,2
主人,2
方圆,2
批评,2
表字,2
第三次,2
发起,2
细细的,2
好香,2
风声,2
竭力,2
死刑,2
不道,2
没法,2
明明白白,2
鼻尖,2
自作自受,2
这活,2
神仙,2
告示,2
胡涂,2
空碗,2
缺口,2
破碗,2
入娘,2
棒打,2
张翼德,2
捏起,2
抢进,2
细心,2
呆呆,2
家伙,2
十六个,2
三文,2
黯淡,2
十八个,2
往来,2
圣叹,2
外书,2
十二日,2
中曾,2
记不清,2
红鼻子,2
阿五便,2
古风,2
不上,2
两家,2
夜深,2
小曲,2
立在,2
绯红,2
诊何,2
气喘,2
好事,2
发白,2
窗缝,2
透进,2
银白色,2
长过,2
纳罕,2
活命,2
塞着,2
药方,2
老店,2
便宜,2
径向,2
发怔,2
路旁,2
支撑,2
抬头,2
睡眼,2
许可,2
乳房,2
约定,2
法眼,2
一粒,2
呜咽,2
纸钱,2
板凳,2
只准,2
棺材,2
自去,2
后半夜,2
吃过饭,2
完结,2
醒过来,2
拖开,2
缺陷,2
大悲咒,2
玩意儿,2
枕头,2
平生,2
不像,2
点上,2
显得,2
太大,2
吹熄,2
棉纱,2
馄饨,2
寸寸,2
活着,2
很静,2
唱道,2
暗夜,2
