work,character,sentiment
故事新编,于羽山,positive
故事新编,禹贡,negative
故事新编,小雅,negative
故事新编,于天,positive
故事新编,陈西滢,positive
故事新编,徐志摩,positive
故事新编,于羽渊,neutral
故事新编,涂山,positive
故事新编,王爷,neutral
故事新编,殷王,neutral
故事新编,云罕旗,positive
故事新编,周王,neutral
故事新编,白旗,negative
故事新编,老先生,neutral
故事新编,虞夏,negative
故事新编,武成,negative
故事新编,蒲坂,negative
故事新编,王周,positive
故事新编,玉集,positive
故事新编,柳眉,positive
故事新编,弓太强,negative
故事新编,和蔼,neutral
故事新编,高强,neutral
故事新编,掌太,negative
故事新编,金丹,negative
故事新编,黛色,negative
故事新编,王升备,negative
故事新编,胡蜂,positive
故事新编,那也好,negative
故事新编,子一闪,negative
故事新编,那时快,negative
故事新编,蒙见羿,negative
故事新编,白干,negative
故事新编,小玩艺,positive
故事新编,青青,positive
故事新编,明星,neutral
故事新编,田塍,negative
故事新编,金珠,negative
故事新编,祖母,negative
故事新编,安然,negative
故事新编,和悦,negative
故事新编,仰天,negative
故事新编,太康时,neutral
故事新编,贾逵,positive
故事新编,刘恒,negative
故事新编,修蛇皆,positive
故事新编,于桑林,negative
故事新编,修蛇,positive
故事新编,蒋维乔,positive
故事新编,许广平,negative
故事新编,须知,neutral
故事新编,高明,neutral
故事新编,吴越,negative
故事新编,弓矢,negative
故事新编,羿传逢,negative
故事新编,蒙射羿,negative
故事新编,于羿,negative
故事新编,纪昌者,positive
故事新编,卫密,negative
故事新编,卫绕树,negative
故事新编,王衍,neutral
故事新编,裴楷,neutral
故事新编,若岩,neutral
故事新编,高刚,negative
故事新编,瓦瓶,neutral
故事新编,粟米,negative
故事新编,小聪明,positive
故事新编,黎明,positive
故事新编,玄虚,neutral
故事新编,过连弩,negative
故事新编,鹿皮,negative
故事新编,黄脸,negative
故事新编,东向南,negative
故事新编,鲁国公,negative
故事新编,关了门,negative
故事新编,宋有,neutral
故事新编,宿一宵,negative
故事新编,白送,negative
故事新编,和木鹊,negative
故事新编,春秋战国,negative
故事新编,何命焉,negative
故事新编,闻子,negative
故事新编,鹿满,positive
故事新编,盘九设,neutral
故事新编,子九,neutral
故事新编,宋莫,negative
故事新编,宋矣,negative
故事新编,吕氏春,neutral
故事新编,慎大览,negative
故事新编,子九下,negative
故事新编,于子,positive
故事新编,计爱,negative
故事新编,杨氏,negative
故事新编,杨朱,negative
故事新编,墨氏,negative
故事新编,闻之,negative
故事新编,楚欲攻,negative
故事新编,裂裳裹足,negative
故事新编,连弩,negative
故事新编,楚辞,negative
故事新编,冯夷,negative
故事新编,宋玉,negative
故事新编,翟献书,negative
故事新编,余知古,negative
故事新编,楚攻宋,negative
故事新编,楚献惠,negative
故事新编,贺见子,negative
故事新编,子之言,negative
故事新编,翟得见子,positive
故事新编,子弗,positive
故事新编,游楚,negative
故事新编,楚之兵,negative
故事新编,越之兵,negative
故事新编,子善,negative
故事新编,子之义,negative
故事新编,于子舟,negative
故事新编,弗钩,negative
故事新编,子强,negative
故事新编,木鹊,negative
故事新编,石之重,neutral
故事新编,汪静,positive
故事新编,博考,positive
故事新编,罗特,negative
故事新编,汪静之,positive
故事新编,爱情诗,neutral
故事新编,胡文,positive
故事新编,郭沫若,negative
故事新编,孔乙己,positive
故事新编,曹靖华,negative
故事新编,李霁野,negative
故事新编,韦丛,negative
故事新编,浮萍,negative
故事新编,姓甚名谁,negative
故事新编,杨家庄,negative
故事新编,杨小三,neutral
故事新编,谢礼,negative
故事新编,王瓜,negative
故事新编,严正,negative
故事新编,闾里,negative
故事新编,王乐,negative
故事新编,秦理斋,negative
故事新编,陈褚卫,negative
故事新编,蒋沈韩,negative
故事新编,如律令,negative
故事新编,常用语,negative
故事新编,颜渊,negative
故事新编,周之梦,negative
故事新编,周立九府,negative
故事新编,孔孟,neutral
故事新编,庄生,neutral
故事新编,童谣,neutral
故事新编,伊揉,negative
故事新编,波涛,negative
故事新编,伊一挥,positive
故事新编,沙石,negative
故事新编,伊向后,negative
故事新编,毛毛,negative
故事新编,白杨,negative
故事新编,寻青,negative
故事新编,白石,positive
故事新编,伊向,negative
故事新编,红光,negative
故事新编,青碧,negative
故事新编,伊吐,negative
故事新编,胡胡,neutral
故事新编,应劭,negative
故事新编,拉丁字母,negative
故事新编,阿空,negative
故事新编,阿公,negative
故事新编,归焉,neutral
故事新编,神农氏,negative
故事新编,山焉,negative
故事新编,苍天,neutral
故事新编,黑龙,neutral
故事新编,任智,negative
故事新编,刑以强,negative
故事新编,石以补,neutral
故事新编,广之野,negative
故事新编,居之,neutral
故事新编,封禅,negative
故事新编,安期生,neutral
故事新编,但献剑,negative
故事新编,和后苑,positive
故事新编,毛发,negative
故事新编,那纯青,negative
故事新编,衣剑,negative
故事新编,叶尖,negative
故事新编,晓色,positive
故事新编,涂抹,positive
故事新编,向前走,negative
故事新编,王宫,negative
故事新编,马拉,negative
故事新编,黑须,negative
故事新编,荣耀,neutral
故事新编,桑树,negative
故事新编,和青剑,negative
故事新编,连翩,negative
故事新编,龙眉,negative
故事新编,须眉,negative
故事新编,满清水,positive
故事新编,秀眉,negative
故事新编,王一见,neutral
故事新编,牛鼎,neutral
故事新编,王刚,neutral
故事新编,小山,negative
故事新编,满庭,negative
故事新编,王殿,neutral
故事新编,王泽流,negative
故事新编,赫兮强,negative
故事新编,王头刚,positive
故事新编,连鼎,positive
故事新编,王忍,positive
故事新编,向鼎,negative
故事新编,都和王,negative
故事新编,金棺里,negative
故事新编,天一亮,negative
故事新编,戈戟,positive
故事新编,金棺,negative
故事新编,曹丕,negative
故事新编,山之阳,negative
故事新编,尔生,negative
故事新编,王往观,negative
故事新编,干宝,negative
故事新编,广尺,negative
故事新编,闻王,negative
故事新编,赵晔,negative
故事新编,王铸剑,negative
故事新编,陈元龙,negative
故事新编,王夫人,negative
故事新编,王命,negative
故事新编,莫邪,negative
故事新编,李时珍,neutral
故事新编,汪颖,neutral
故事新编,言辞,neutral
故事新编,田善,negative
故事新编,裴启,negative
故事新编,王秀,negative
故事新编,诸豪相,negative
故事新编,向庚桑,negative
故事新编,张开嘴,negative
故事新编,含胡,negative
故事新编,牛屁,negative
故事新编,玄之又玄,negative
故事新编,太久,neutral
故事新编,弗白,negative
故事新编,黄尘,negative
故事新编,连水,negative
故事新编,多得很,positive
故事新编,海燕,negative
故事新编,介亭,negative
故事新编,仁里人,negative
故事新编,李氏,negative
故事新编,周守藏,negative
故事新编,子将隐,negative
故事新编,莫知其,neutral
故事新编,田子方,positive
故事新编,老聃新,positive
故事新编,有庚桑,negative
故事新编,居畏垒,negative
故事新编,幸矣,negative
故事新编,世之君,negative
故事新编,今子之,negative
故事新编,丘得,negative
故事新编,丘得之,negative
故事新编,史乃周,negative
故事新编,敬礼,negative
故事新编,子适卫,negative
故事新编,朱熹,negative
故事新编,士大夫,negative
故事新编,王引之,negative
故事新编,老聃西,negative
故事新编,章著,negative
故事新编,诸子,negative
故事新编,孔学本,positive
故事新编,蒙杀羿,negative
故事新编,三盈三虚,negative
故事新编,列仙传,negative
故事新编,和庚桑,negative
故事新编,敬慎,negative
故事新编,张其口,negative
故事新编,灵宝县,negative
故事新编,东自,negative
故事新编,西至潼,negative
故事新编,谷中,negative
故事新编,古之,neutral
故事新编,吕氏春秋,neutral
故事新编,老耽,neutral
故事新编,封缄,negative
故事新编,木简,negative
故事新编,王元,negative
故事新编,古鲁几,negative
故事新编,于禹,neutral
故事新编,鲜水苔,negative
故事新编,皮劳,negative
故事新编,阿狗阿猫,negative
故事新编,乌青,negative
故事新编,帕米尔,negative
故事新编,白云飞,negative
故事新编,公呈,neutral
故事新编,毋宁死,negative
故事新编,公移益,neutral
故事新编,艾叶,negative
故事新编,公呈来,neutral
故事新编,以志荣,neutral
故事新编,福禄寿,negative
故事新编,车水马龙,neutral
故事新编,柏叶,negative
故事新编,屈膝,positive
故事新编,栗子,positive
故事新编,小白脸,negative
故事新编,华丝葛,negative
故事新编,富翁,negative
故事新编,金耳环,negative
故事新编,拉向,positive
故事新编,阴半晴,negative
故事新编,和益,negative
故事新编,阿启,neutral
故事新编,和舜爷,positive
故事新编,凤凰,negative
故事新编,孔安国,negative
故事新编,丘陵,positive
故事新编,虞氏,negative
故事新编,禹治水,negative
故事新编,帝尧,negative
故事新编,帝尧乃,negative
故事新编,山后,negative
故事新编,帝舜,negative
故事新编,成美尧,negative
故事新编,伯禹,negative
故事新编,刘复,negative
故事新编,徐炳昶,negative
故事新编,马衡,negative
故事新编,潘光旦,negative
故事新编,潘曾,neutral
故事新编,明清两代,neutral
故事新编,嘉兴,neutral
故事新编,吴歌甲,negative
故事新编,阴有阳,negative
故事新编,杜有图,negative
故事新编,禹谟,neutral
故事新编,段玉裁,negative
故事新编,郭璞,negative
故事新编,汝作士,positive
故事新编,尔时仆,negative
故事新编,秦汉,positive
故事新编,维生素,negative
故事新编,周劭,negative
故事新编,游杭,negative
故事新编,斯基,negative
故事新编,吴佩孚,positive
故事新编,云云,negative
故事新编,若虎之,positive
故事新编,仰则,positive
故事新编,王莽,negative
故事新编,禹生,neutral
故事新编,如叔隗,negative
故事新编,季隗,negative
故事新编,夏后氏,negative
故事新编,夏禹,negative
故事新编,苗裔,negative
故事新编,仲夏夜,negative
故事新编,罗密欧,negative
故事新编,朱丽,negative
故事新编,汉姆,positive
故事新编,雷德,positive
故事新编,杜衡,positive
故事新编,洪范,negative
故事新编,伯禹念,negative
故事新编,于羽郊,positive
故事新编,王弼注,negative
故事新编,能承先,negative
故事新编,时髦,neutral
故事新编,陆德明,negative
故事新编,释文,negative
故事新编,马国翰,negative
故事新编,玉函山,negative
故事新编,房辑佚,negative
故事新编,支祁,negative
故事新编,李公佐,negative
故事新编,古岳,negative
故事新编,禹理水,negative
故事新编,天老肃,negative
故事新编,禹怒,negative
故事新编,金巢,negative
故事新编,禹锡玄圭,negative
故事新编,帝锡禹,negative
故事新编,钱塘江,negative
故事新编,禹同舜,negative
故事新编,帝舜谓,negative
故事新编,昌言,negative
故事新编,何言,negative
故事新编,何谓,negative
故事新编,益予众,negative
故事新编,帝慎乃,negative
故事新编,安尔止,negative
故事新编,毋若丹,negative
故事新编,朱傲,negative
故事新编,辛壬癸甲,positive
故事新编,生启,positive
故事新编,苗顽,negative
故事新编,帝其念,negative
故事新编,敬禹,negative
故事新编,韶九,negative
故事新编,凤皇来,negative
故事新编,秋凉,negative
故事新编,王无道,neutral
故事新编,水冷,neutral
故事新编,文武,neutral
故事新编,连周王,negative
故事新编,牛尾巴,negative
故事新编,但叔齐,negative
故事新编,向伯夷,neutral
故事新编,苏醒,negative
故事新编,老姜,negative
故事新编,过伯夷,positive
故事新编,周师,positive
故事新编,巨桥,negative
故事新编,白米,negative
故事新编,谈天,negative
故事新编,小老婆,negative
故事新编,小白旗,negative
故事新编,子高,negative
故事新编,觉得很有,negative
故事新编,高升,positive
故事新编,苍翠,neutral
故事新编,林子里,negative
故事新编,文明,negative
故事新编,大树林,positive
故事新编,金黄,neutral
故事新编,红红,neutral
故事新编,西沉,negative
故事新编,和伯夷,negative
故事新编,石洞,negative
故事新编,伯夷逊,negative
故事新编,古董,neutral
故事新编,石洞里,negative
故事新编,老天爷,negative
故事新编,立叔齐,negative
故事新编,齐亦,negative
故事新编,西伯昌,negative
故事新编,西伯卒,negative
故事新编,东伐,positive
故事新编,干戈,negative
故事新编,仁乎,negative
故事新编,宗周,positive
故事新编,采其薇,negative
故事新编,子比干,positive
故事新编,周礼,negative
故事新编,郑玄注,negative
故事新编,泰誓,positive
故事新编,姬昌,negative
故事新编,慈少,negative
故事新编,王率师,negative
故事新编,宋裴,positive
故事新编,蔡邕,positive
故事新编,薛综,negative
故事新编,云罕,positive
故事新编,周武王,negative
故事新编,王之子,negative
故事新编,周公旦,negative
故事新编,于盟津,negative
故事新编,言奉,negative
故事新编,殷有,positive
故事新编,大悦,positive
故事新编,周以兴,positive
故事新编,武王灭,negative
故事新编,封于齐,negative
故事新编,周尺,negative
故事新编,周师渡,negative
故事新编,师毕,negative
故事新编,王朝,negative
故事新编,于牧野,negative
故事新编,师尚父,negative
故事新编,钱帛,negative
故事新编,汤阴,negative
故事新编,曲周,negative
故事新编,古衡章,negative
故事新编,水东岸,negative
故事新编,和武王,negative
故事新编,毕拜武,negative
故事新编,武王乃,negative
故事新编,武王亦,negative
故事新编,玄钺,negative
故事新编,白之旗,negative
故事新编,爱妲己,positive
故事新编,王三聘,negative
故事新编,商妲己,negative
故事新编,伯夷列,positive
故事新编,若伯夷,neutral
故事新编,武修文,negative
故事新编,弗服,negative
故事新编,木寿,negative
故事新编,殷之,negative
故事新编,章宗源,negative
故事新编,孙星衍,negative
故事新编,于首阳,positive
故事新编,糜子,negative
故事新编,周木,negative
故事新编,白鹿乳,negative
故事新编,鹿知其,negative
故事新编,古逸,negative
呐喊,孔乙己,neutral
呐喊,单四,negative
呐喊,尼姑,positive
呐喊,王胡,neutral
呐喊,宝儿,neutral
呐喊,邹七嫂,negative
呐喊,爱罗先,negative
呐喊,陈士成,negative
呐喊,双喜,negative
呐喊,咸亨,negative
呐喊,阿五,neutral
呐喊,王九妈,neutral
呐喊,吴妈,positive
呐喊,鲁迅,positive
呐喊,方玄绰,neutral
呐喊,胡子,neutral
呐喊,明白,negative
呐喊,老旦,negative
呐喊,鲁镇,neutral
呐喊,花白,negative
呐喊,赵庄,neutral
呐喊,司晨,neutral
呐喊,白光,negative
呐喊,黑狗,negative
呐喊,仲密,neutral
呐喊,冷笑,positive
呐喊,索薪,neutral
呐喊,贝壳,negative
呐喊,和尚,neutral
呐喊,赵府,negative
呐喊,白甲,neutral
呐喊,祖母,neutral
呐喊,小东西,negative
呐喊,金圣叹,positive
呐喊,张开,neutral
呐喊,别传,neutral
呐喊,钱玄同,neutral
呐喊,邹容,negative
呐喊,子孙,negative
呐喊,孟子,positive
呐喊,何小仙,neutral
呐喊,斯干,neutral
呐喊,阿发,negative
呐喊,罗汉豆,negative
呐喊,赵贵翁,negative
呐喊,易牙,positive
呐喊,左传,positive
呐喊,静修庵,negative
呐喊,布衫,positive
呐喊,宣德,neutral
呐喊,孔丘,neutral
呐喊,阿义,positive
呐喊,敬畏,negative
呐喊,关了门,positive
呐喊,阎王,positive
呐喊,小狗,negative
呐喊,白兔,negative
呐喊,桑树,negative
呐喊,太公,positive
呐喊,大老爷,neutral
呐喊,张大帅,negative
呐喊,柏林,neutral
呐喊,李时珍,neutral
呐喊,秋瑾,neutral
呐喊,博徒,positive
呐喊,阿桂,neutral
呐喊,陈独秀,neutral
呐喊,籍贯,neutral
呐喊,龙虎斗,neutral
呐喊,咸与维新,negative
呐喊,刘海,positive
呐喊,华盖,negative
呐喊,若敖氏,neutral
呐喊,丁字街,negative
呐喊,春和秋,negative
呐喊,安静,negative
呐喊,童话集,positive
呐喊,孔子,positive
呐喊,麻木,neutral
呐喊,麻醉,negative
呐喊,金心异,negative
呐喊,单四嫂,negative
呐喊,后汉书,negative
呐喊,宝贝,negative
呐喊,屠城,positive
呐喊,洪杨,negative
呐喊,奥妙,negative
呐喊,阿尔志跋,neutral
呐喊,清王朝,neutral
呐喊,祖宗,neutral
呐喊,索索,neutral
呐喊,黎明,negative
呐喊,伊便,negative
呐喊,言语,positive
呐喊,范源濂,negative
呐喊,胡适,negative
呐喊,胡叉,negative
呐喊,和宏儿,negative
呐喊,老太太,negative
呐喊,谈天,negative
呐喊,向前走,negative
呐喊,顾客,negative
呐喊,童生,negative
呐喊,子罕,neutral
呐喊,子贡曰,negative
呐喊,从鲁镇,positive
呐喊,白铜,negative
呐喊,胡涂,neutral
呐喊,张翼德,negative
呐喊,阿五便,positive
呐喊,许可,negative
呐喊,太静,negative
呐喊,子曰诗云,neutral
呐喊,龚云甫,negative
呐喊,原谅,neutral
呐喊,白布,negative
呐喊,陈年,negative
呐喊,宛然,negative
呐喊,含胡,negative
呐喊,封建礼教,negative
呐喊,宣公,positive
呐喊,徐锡麟,neutral
呐喊,恩铭,negative
呐喊,小传,negative
呐喊,阿贵,negative
呐喊,胡适之,negative
呐喊,安知非福,negative
呐喊,若敖之鬼,neutral
呐喊,董卓,negative
呐喊,钱府,negative
呐喊,乌龟,positive
呐喊,斯亦,positive
呐喊,元宝,negative
呐喊,洪哥,negative
呐喊,蔡元培,neutral
呐喊,诸子,negative
呐喊,罗马字母,neutral
呐喊,福乎,negative
呐喊,子文,neutral
呐喊,赵匡胤,negative
呐喊,红白,negative
呐喊,轩亭,neutral
呐喊,和暖,negative
呐喊,仲密君,negative
呐喊,那池,negative
呐喊,养蜂,positive
呐喊,养牛,positive
呐喊,仲密家,negative
呐喊,黄毛,negative
呐喊,盘桓,neutral
呐喊,夏雨,neutral
呐喊,闻其香,positive
呐喊,芦根,neutral
呐喊,体操,negative
呐喊,花环,positive
呐喊,安于心,negative
呐喊,陆师,negative
呐喊,藤野,negative
呐喊,宣武门,negative
呐喊,金石,negative
呐喊,谢承,negative
呐喊,嵇康集,negative
呐喊,林纾,neutral
呐喊,荆生,neutral
呐喊,寿终,negative
呐喊,全留,negative
呐喊,马来语,negative
呐喊,子里,neutral
呐喊,师范,negative
呐喊,皮鞭,negative
呐喊,孙中山,negative
呐喊,红黄蓝,negative
呐喊,白黑,negative
呐喊,吕刑,negative
呐喊,清顺治,positive
呐喊,王秀,positive
呐喊,楚著,positive
呐喊,朱子,positive
呐喊,屠城记,positive
呐喊,清世祖,neutral
呐喊,洪秀全,negative
呐喊,杨秀清,negative
呐喊,桂平,negative
呐喊,章太炎,negative
呐喊,陆军,negative
呐喊,姚甲,negative
呐喊,容偕五,negative
呐喊,惠略夫,negative
呐喊,士成,negative
呐喊,张榜,negative
呐喊,纳凉,negative
呐喊,陈氏,neutral
呐喊,祖基,neutral
呐喊,有福气,neutral
呐喊,唐家,neutral
呐喊,阴森,negative
呐喊,白净,negative
呐喊,黄澄澄,negative
呐喊,马掌,neutral
呐喊,栗然,negative
呐喊,安中,neutral
呐喊,向天,negative
呐喊,高峰,negative
呐喊,时髦,positive
呐喊,廉吏清,negative
呐喊,索俸,negative
呐喊,蔼然可亲,positive
呐喊,左索右,positive
呐喊,唐突,positive
呐喊,顾忌,positive
呐喊,钟才,negative
呐喊,寻金,neutral
呐喊,哈德门,negative
呐喊,伊终,negative
呐喊,公孙丑,positive
呐喊,习相远,negative
呐喊,范静生,negative
呐喊,徐世昌,negative
呐喊,马鸣,negative
呐喊,白话诗,negative
呐喊,冷风吹,neutral
呐喊,萧索,neutral
呐喊,言辞,neutral
呐喊,易主,negative
呐喊,金黄,negative
呐喊,弓京,negative
呐喊,希奇,neutral
呐喊,苏生,negative
呐喊,招宏儿,negative
呐喊,杨二,positive
呐喊,阿呀阿,neutral
呐喊,松树,positive
呐喊,连珠,negative
呐喊,木偶人,negative
呐喊,老屋里,negative
呐喊,内盛,positive
呐喊,舒新城,neutral
呐喊,祖先,negative
呐喊,乔治,negative
呐喊,秋风,negative
呐喊,士尔,negative
呐喊,通非通,negative
呐喊,卫灵公,negative
呐喊,由学政,negative
呐喊,伏辩,positive
呐喊,天真烂熳,positive
呐喊,桑子,negative
呐喊,伊有,negative
呐喊,小白兔,negative
呐喊,伊为,negative
呐喊,连听,positive
呐喊,胡闹,positive
呐喊,金古良,positive
呐喊,小桌子,negative
呐喊,飞也似,negative
呐喊,诗兴,neutral
呐喊,孙女儿,negative
呐喊,高寿,negative
呐喊,曾祖,neutral
呐喊,雷公,positive
呐喊,太迟,negative
呐喊,宝蓝色,negative
呐喊,黄忠,positive
呐喊,汉升,positive
呐喊,马超,positive
呐喊,孟起,positive
呐喊,赵子龙,negative
呐喊,阿四病,negative
呐喊,王爷,negative
呐喊,巴掌,negative
呐喊,赵七,neutral
呐喊,木桥,negative
呐喊,孙媳,negative
呐喊,元末明,neutral
呐喊,罗贯中,neutral
呐喊,毛宗岗,neutral
呐喊,张勋,negative
呐喊,清废帝,negative
呐喊,溥仪,negative
呐喊,李霁,negative
呐喊,何小,neutral
呐喊,贾家,positive
呐喊,张得,negative
呐喊,太阳光,negative
呐喊,相生相克,negative
呐喊,智慧,neutral
呐喊,伊从,negative
呐喊,伊伏,negative
呐喊,费尽,neutral
呐喊,花旦,positive
呐喊,康建,positive
呐喊,老老少少,positive
呐喊,黄牛,neutral
呐喊,麦田,negative
呐喊,清香,negative
呐喊,麦蕴藻,neutral
呐喊,石羊,negative
呐喊,那铁头,negative
呐喊,老虎,negative
呐喊,托桂生,negative
呐喊,小丑,neutral
呐喊,马鞭,neutral
呐喊,哈欠,negative
呐喊,红霞,negative
呐喊,桂生,negative
呐喊,阿阿,negative
呐喊,任凭,negative
呐喊,谭鑫培,negative
呐喊,释迦牟尼,negative
呐喊,小雅,negative
呐喊,郑玄注,neutral
呐喊,劳君,negative
呐喊,赵贵,negative
呐喊,铁青,negative
呐喊,白厉厉,negative
呐喊,仁义道德,negative
呐喊,何先生,negative
呐喊,布满,negative
呐喊,师生,neutral
呐喊,宋将华,positive
呐喊,楚将子,positive
呐喊,宋国都,positive
呐喊,楚军,positive
呐喊,齐庄公,positive
呐喊,齐国人,negative
呐喊,齐桓公,negative
呐喊,绍兴人,neutral
呐喊,宋史,negative
呐喊,须传,positive
呐喊,同宗,negative
呐喊,阿富,negative
呐喊,博雅,positive
呐喊,查阿,negative
呐喊,但茂才,neutral
呐喊,连阿,positive
呐喊,蒙赵,positive
呐喊,阿八,negative
呐喊,李四,negative
呐喊,张三,negative
呐喊,孔庙,positive
呐喊,武勇,neutral
呐喊,祖传,negative
呐喊,圣经贤传,negative
呐喊,史无明,negative
呐喊,明师,positive
呐喊,云云,negative
呐喊,小姐,negative
呐喊,钱家,positive
呐喊,夏意,negative
呐喊,高采烈,positive
呐喊,古人云,neutral
呐喊,钱赵,neutral
呐喊,蓝绸裙,negative
呐喊,赵太,neutral
呐喊,老鹰,negative
呐喊,管祠,positive
呐喊,饶命,negative
呐喊,张宁,negative
呐喊,和栗,negative
呐喊,但未庄,negative
呐喊,秋行夏令,negative
呐喊,黄伞,negative
呐喊,初隽,neutral
呐喊,高明,negative
呐喊,胡里胡涂,neutral
呐喊,孙子,negative
呐喊,孙豹,negative
呐喊,立德,negative
呐喊,立功,negative
呐喊,乾隆,negative
呐喊,纪传体,negative
呐喊,狄更斯,negative
呐喊,劳特奈,negative
呐喊,柯南,negative
呐喊,韦素园,negative
呐喊,白话文,positive
呐喊,弗为,positive
呐喊,冯武,negative
呐喊,吕氏春秋,negative
呐喊,仲春,negative
呐喊,光武帝,negative
呐喊,刘秀,negative
呐喊,茂才公,neutral
呐喊,曾居,neutral
呐喊,彭城,neutral
呐喊,马无,negative
呐喊,胡中,negative
呐喊,马良,negative
呐喊,丁壮者,negative
呐喊,赵岐注,positive
呐喊,于礼,positive
呐喊,禄仕,positive
呐喊,尹子良,neutral
呐喊,子良,neutral
呐喊,维艰,positive
呐喊,周幽王,negative
呐喊,商因妲,negative
呐喊,周因褒,negative
呐喊,吕布,negative
呐喊,子居内,negative
呐喊,言胥,negative
呐喊,介亭,positive
呐喊,宋太祖,negative
呐喊,呼延,negative
呐喊,郑子明,negative
呐喊,吴书,positive
呐喊,吕蒙,positive
呐喊,裴松之,positive
呐喊,季氏,negative
呐喊,过庭之训,negative
呐喊,杭州府,negative
呐喊,明思宗,negative
呐喊,朱由,negative
呐喊,宁式,neutral
呐喊,明宣宗,neutral
呐喊,黄伞格,negative
呐喊,修国史,positive
呐喊,黎元洪,negative
呐喊,鄂军,negative
呐喊,伏羲氏,negative
呐喊,帝王,positive
呐喊,盛世,neutral
呐喊,乌蓝,negative
呐喊,华老栓,neutral
呐喊,老东西,negative
呐喊,阳文,negative
呐喊,红红,negative
呐喊,小栓依,negative
呐喊,玄色布,positive
呐喊,敬敬,neutral
呐喊,夏家,negative
呐喊,小家伙,negative
呐喊,老虎头,negative
呐喊,祝寿,negative
呐喊,杨柳,neutral
呐喊,铁铸,negative
呐喊,夏瑜隐,positive
呐喊,古轩,negative
三闲集,鲁迅,neutral
三闲集,成仿吾,neutral
三闲集,明白,neutral
三闲集,李初梨,negative
三闲集,冯乃超,negative
三闲集,孔子,negative
三闲集,孙伏园,neutral
三闲集,徐志摩,negative
三闲集,孔丘,positive
三闲集,郁达夫,negative
三闲集,叶灵凤,neutral
三闲集,权威,neutral
三闲集,卢骚,negative
三闲集,邹容,positive
三闲集,钟楼,negative
三闲集,洪水,neutral
三闲集,陈源,negative
三闲集,诸君,neutral
三闲集,孙中山,neutral
三闲集,成吉思汗,positive
三闲集,游侠,positive
三闲集,华盖,negative
三闲集,宣言,positive
三闲集,辛克莱,neutral
三闲集,孟子,neutral
三闲集,美的,neutral
三闲集,陶然,negative
三闲集,古文,neutral
三闲集,郭亮,negative
三闲集,林琴南,negative
三闲集,潘汉年,neutral
三闲集,陈西滢,positive
三闲集,顾颉刚,negative
三闲集,蒋介石,positive
三闲集,格罗斯,neutral
三闲集,左翼,negative
三闲集,卢梭,neutral
三闲集,卢布,positive
三闲集,梁实秋,negative
三闲集,郭沫若,neutral
三闲集,卢那,positive
三闲集,列宁,positive
三闲集,白话文,neutral
三闲集,泰戈尔,negative
三闲集,乌托邦,positive
三闲集,道德,positive
三闲集,袁绍,positive
三闲集,曹操,neutral
三闲集,林氏,neutral
三闲集,奥伏赫,neutral
三闲集,戈壁,negative
三闲集,和尚,positive
三闲集,绍兴人,positive
三闲集,小峰,negative
三闲集,段祺瑞,positive
三闲集,冯玉祥,neutral
三闲集,西滢,positive
三闲集,钱玄同,negative
三闲集,宝贝,negative
三闲集,蒲力汗,positive
三闲集,后汉书,positive
三闲集,袁世凯,neutral
三闲集,徐匀,neutral
三闲集,王独清,neutral
三闲集,苏秦,positive
三闲集,章太炎,positive
三闲集,谢玉生,neutral
三闲集,释迦牟尼,neutral
三闲集,文明,positive
三闲集,春秋左氏,positive
三闲集,胡适之,negative
三闲集,马克斯,positive
三闲集,纪氏,positive
三闲集,杜威,negative
三闲集,曼殊斐儿,negative
三闲集,余裕,neutral
三闲集,莫斯科,negative
三闲集,柏生,positive
三闲集,祝圣,negative
三闲集,权贵,positive
三闲集,喝咖啡,neutral
三闲集,燕生,neutral
三闲集,张孟闻,negative
三闲集,大元帅,neutral
三闲集,简又文,negative
三闲集,妙伦,positive
三闲集,耶稣,negative
三闲集,许广平,positive
三闲集,爱罗先,positive
三闲集,颜如玉,positive
三闲集,张竞生,neutral
三闲集,李小峰,negative
三闲集,高超,neutral
三闲集,高明,positive
三闲集,叶永蓁,negative
三闲集,景宋,positive
三闲集,梁遇春,negative
三闲集,原谅,negative
三闲集,关云长,positive
三闲集,吉诃德,neutral
三闲集,丁丁,neutral
三闲集,易卜生,neutral
三闲集,黄巢,positive
三闲集,闻声,positive
三闲集,马克思,negative
三闲集,马前卒,positive
三闲集,方正,positive
三闲集,小乘,negative
三闲集,毕磊,neutral
三闲集,纪晓岚,neutral
三闲集,林黛玉,neutral
三闲集,苏轼,positive
三闲集,罗马字母,negative
三闲集,契诃夫,neutral
三闲集,汉官威仪,negative
三闲集,言语,negative
三闲集,杨桃,neutral
三闲集,拉狄克,neutral
三闲集,今译,negative
三闲集,孔教,neutral
三闲集,杨墨,positive
三闲集,孔圣会,neutral
三闲集,子见南子,negative
三闲集,大侠,positive
三闲集,宋江,positive
三闲集,孟超,neutral
三闲集,冰淇淋,negative
三闲集,宜兴人,negative
三闲集,老先生,neutral
三闲集,关公,negative
三闲集,道贺,negative
三闲集,常燕生,positive
三闲集,伏园,negative
三闲集,张贴,positive
三闲集,余波,negative
三闲集,耿耿,negative
三闲集,刘半农,neutral
三闲集,林则徐,neutral
三闲集,秋野,positive
三闲集,西屏,negative
三闲集,涵庐,negative
三闲集,许钦文,negative
三闲集,张作霖,negative
