work,character,position,relative_position,sentiment_score,smoothed_sentiment_score,sentiment_words_count
华盖集,OVERALL,165,69.0376569037657,4.75,6.0436507936507935,12
华盖集,OVERALL,166,69.4560669456067,8.380952380952381,5.849206349206349,7
华盖集,OVERALL,167,69.8744769874477,4.416666666666667,5.3769841269841265,12
华盖集,OVERALL,168,70.29288702928869,3.333333333333333,3.993055555555556,11
华盖集,OVERALL,169,70.7112970711297,4.229166666666667,3.806547619047619,32
华盖集,OVERALL,170,71.1297071129707,3.857142857142857,4.11765873015873,21
华盖集,OVERALL,171,71.54811715481172,4.266666666666667,4.511858076563959,15
华盖集,OVERALL,172,71.96652719665272,5.411764705882353,5.014022578728461,17
华盖集,OVERALL,173,72.38493723849372,5.363636363636363,4.983957219251337,11
华盖集,OVERALL,174,72.80334728033473,4.176470588235294,6.180035650623886,17
华盖集,OVERALL,175,73.22175732217573,9.0,5.739379084967321,3
华盖集,OVERALL,176,73.64016736401673,4.041666666666666,6.302777777777777,16
华盖集,OVERALL,177,74.05857740585773,5.866666666666666,4.593783068783068,5
华盖集,OVERALL,178,74.47698744769873,3.8730158730158735,5.1416225749559095,21
华盖集,OVERALL,179,74.89539748953975,5.685185185185186,5.326807760141094,18
华盖集,OVERALL,180,75.31380753138075,6.422222222222222,5.451007147498376,15
华盖集,OVERALL,181,75.73221757322176,4.245614035087719,5.6585095216674155,19
华盖集,OVERALL,182,76.15062761506276,6.3076923076923075,5.714349977507872,13
华盖集,OVERALL,183,76.56903765690377,6.58974358974359,6.026418026418026,13
华盖集,OVERALL,184,76.98744769874477,5.181818181818182,5.680798368298368,11
华盖集,OVERALL,185,77.40585774058577,5.270833333333333,5.256703944203944,16
华盖集,OVERALL,186,77.82426778242679,5.317460317460317,5.561177248677249,21
华盖集,OVERALL,187,78.24267782426779,6.095238095238095,6.613756613756614,21
华盖集,OVERALL,188,78.66108786610879,8.428571428571429,7.322751322751323,7
华盖集,OVERALL,189,79.07949790794979,7.4444444444444455,7.941005291005291,12
华盖集,OVERALL,190,79.49790794979079,7.95,7.140028490028491,20
华盖集,OVERALL,191,79.9163179916318,6.0256410256410255,8.236324786324786,13
华盖集,OVERALL,192,80.3347280334728,10.733333333333334,7.586324786324787,5
华盖集,OVERALL,193,80.75313807531381,6.0,7.517592592592593,11
华盖集,OVERALL,194,81.17154811715481,5.8194444444444455,5.532407407407408,24
华盖集,OVERALL,195,81.58995815899581,4.777777777777778,5.6871693121693125,9
华盖集,OVERALL,196,82.00836820083683,6.464285714285714,5.539021164021165,28
华盖集,OVERALL,197,82.42677824267783,5.375,4.863095238095238,8
华盖集,OVERALL,198,82.84518828451883,2.75,4.939814814814816,8
华盖集,OVERALL,199,83.26359832635984,6.6944444444444455,5.936026936026937,12
华盖集,OVERALL,200,83.68200836820083,8.363636363636363,7.01936026936027,11
华盖集,OVERALL,201,84.10041841004184,6.0,7.221212121212122,4
华盖集,OVERALL,202,84.51882845188284,7.3,5.887878787878788,10
华盖集,OVERALL,203,84.93723849372385,4.363636363636364,4.983116883116883,11
华盖集,OVERALL,204,85.35564853556485,3.2857142857142856,3.8720057720057723,7
华盖集,OVERALL,205,85.77405857740585,3.9666666666666663,3.4730158730158727,10
华盖集,OVERALL,206,86.19246861924687,3.1666666666666665,3.974269005847953,6
华盖集,OVERALL,207,86.61087866108787,4.789473684210526,4.115009746588694,19
华盖集,OVERALL,208,87.02928870292888,4.388888888888889,4.007166609333791,18
华盖集,OVERALL,209,87.44769874476988,2.8431372549019605,3.9135993578718042,17
华盖集,OVERALL,210,87.86610878661088,4.508771929824562,3.766425868593051,19
华盖集,OVERALL,211,88.28451882845188,3.9473684210526314,4.226120857699805,19
华盖集,OVERALL,212,88.70292887029288,4.222222222222222,4.507147498375569,9
华盖集,OVERALL,213,89.1213389121339,5.351851851851852,5.298024691358025,18
华盖集,OVERALL,214,89.5397489539749,6.32,6.2239506172839505,25
华盖集,OVERALL,215,89.9581589958159,7.0,5.884444444444444,3
华盖集,OVERALL,216,90.3765690376569,4.333333333333333,4.333333333333333,18
华盖集,OVERALL,217,90.7949790794979,1.6666666666666667,3.4583333333333335,3
华盖集,OVERALL,218,91.21338912133892,4.375,3.2916666666666665,16
华盖集,OVERALL,219,91.63179916317992,3.8333333333333335,4.906481481481482,18
华盖集,OVERALL,220,92.05020920502092,6.51111111111111,5.065432098765432,30
华盖集,OVERALL,221,92.46861924686193,4.851851851851851,5.494003527336861,18
华盖集,OVERALL,222,92.88702928870293,5.1190476190476195,5.802265635598968,14
华盖集,OVERALL,223,93.30543933054393,7.435897435897436,6.792124542124543,26
华盖集,OVERALL,224,93.72384937238493,7.821428571428571,7.318098568098567,28
华盖集,OVERALL,225,94.14225941422593,6.696969696969696,6.56962481962482,11
华盖集,OVERALL,226,94.56066945606695,5.190476190476191,5.633116883116883,21
华盖集,OVERALL,227,94.97907949790795,5.011904761904761,5.171626984126984,28
华盖集,OVERALL,228,95.39748953974896,5.3125,5.015542328042328,16
华盖集,OVERALL,229,95.81589958158996,4.722222222222222,4.747685185185184,18
华盖集,OVERALL,230,96.23430962343096,4.208333333333333,3.8587962962962963,24
华盖集,OVERALL,231,96.65271966527197,2.645833333333333,3.380507662835249,16
华盖集,OVERALL,232,97.07112970711297,3.28735632183908,4.162915070242657,29
华盖集,OVERALL,233,97.48953974895397,6.555555555555556,5.400018244845831,15
华盖集,OVERALL,234,97.90794979079497,6.357142857142857,7.64867724867725,14
华盖集,OVERALL,235,98.32635983263597,10.033333333333335,7.630158730158731,10
华盖集,OVERALL,236,98.74476987447699,6.5,6.965656565656566,12
华盖集,OVERALL,237,99.16317991631799,4.363636363636363,4.871212121212121,11
华盖集,OVERALL,238,99.581589958159,3.75,5.065656565656565,16
华盖集,OVERALL,239,100.0,7.083333333333333,5.416666666666666,4
彷徨,子君,1,0.5376344086021506,2.1568627450980395,2.304621848739496,17
彷徨,子君,2,1.0752688172043012,2.4523809523809526,3.932247899159664,14
彷徨,子君,3,1.6129032258064515,7.1875,4.290216727716728,16
彷徨,子君,4,2.1505376344086025,3.230769230769231,5.285887723387723,13
彷徨,子君,6,3.225806451612903,5.4393939393939394,4.4332642665976,22
彷徨,子君,7,3.763440860215054,4.62962962962963,4.440997274330608,18
彷徨,子君,8,4.301075268817205,3.2539682539682544,3.6903659611992947,21
彷徨,子君,10,5.376344086021505,3.1875,3.9341931216931223,16
彷徨,子君,11,5.913978494623656,5.361111111111112,4.071759259259259,24
彷徨,子君,12,6.451612903225806,3.6666666666666665,3.6203703703703707,18
彷徨,子君,14,7.526881720430108,1.8333333333333333,3.2474747474747474,18
彷徨,子君,15,8.064516129032258,4.242424242424242,3.436363636363636,11
彷徨,子君,17,9.13978494623656,4.2333333333333325,4.518739115290839,30
彷徨,子君,18,9.67741935483871,5.080459770114942,4.4313950867703396,29
彷徨,子君,21,11.29032258064516,3.980392156862745,4.24904214559387,17
彷徨,子君,23,12.365591397849462,3.686274509803922,3.800925925925926,34
彷徨,子君,25,13.440860215053762,3.736111111111111,3.793572984749455,24
彷徨,子君,28,15.053763440860216,3.958333333333333,3.811728395061729,16
彷徨,子君,29,15.591397849462366,3.7407407407407414,3.849537037037037,9
彷徨,祖母,37,19.892473118279568,4.071428571428571,4.2023809523809526,14
彷徨,祖母,39,20.967741935483872,4.333333333333334,3.724664224664225,17
彷徨,祖母,137,73.65591397849462,2.769230769230769,3.519036519036519,13
彷徨,祖母,138,74.19354838709677,3.4545454545454546,3.1610118276784944,11
彷徨,祖母,140,75.26881720430107,3.259259259259259,4.62682379349046,18
彷徨,祖母,143,76.88172043010752,7.166666666666667,5.049382716049383,10
彷徨,祖母,148,79.56989247311827,4.722222222222222,4.911680911680912,12
彷徨,祖母,150,80.64516129032258,2.8461538461538463,3.543625356125356,13
彷徨,祖母,151,81.18279569892472,3.0625,3.3723290598290596,16
彷徨,祖母,159,85.48387096774194,4.208333333333333,3.5261752136752134,8
彷徨,祖母,160,86.02150537634408,3.3076923076923075,3.610605038236617,13
彷徨,祖母,161,86.55913978494624,3.3157894736842106,3.311740890688259,19
彷徨,祥林嫂,47,25.268817204301076,2.0833333333333335,2.9013157894736845,12
彷徨,祥林嫂,51,27.419354838709676,3.7192982456140355,3.7934697855750485,19
彷徨,祥林嫂,52,27.956989247311824,5.5777777777777775,4.67478291688818,15
彷徨,祥林嫂,53,28.49462365591398,4.7272727272727275,4.705850168350168,11
彷徨,祥林嫂,54,29.03225806451613,3.8125,5.013257575757575,16
彷徨,祥林嫂,55,29.56989247311828,6.5,4.354166666666667,10
彷徨,祥林嫂,56,30.107526881720432,2.75,4.75,8
彷徨,祥林嫂,58,31.182795698924732,5.0,3.8531746031746033,0
彷徨,祥林嫂,59,31.72043010752688,3.8095238095238093,4.317460317460317,14
彷徨,祥林嫂,60,32.25806451612903,4.142857142857143,3.3477633477633475,7
彷徨,祥林嫂,61,32.795698924731184,2.090909090909091,3.3203463203463204,11
彷徨,祥林嫂,63,33.87096774193548,3.727272727272727,2.606060606060606,22
彷徨,祥林嫂,64,34.40860215053764,2.0,2.7344877344877343,16
彷徨,祥林嫂,65,34.946236559139784,2.476190476190476,2.9365079365079367,14
彷徨,祥林嫂,66,35.483870967741936,4.333333333333333,3.404761904761904,14
彷徨,连殳,137,73.65591397849462,2.769230769230769,3.1118881118881117,13
彷徨,连殳,138,74.19354838709677,3.4545454545454546,3.4079254079254078,11
彷徨,连殳,139,74.73118279569893,4.0,3.571268237934905,14
彷徨,连殳,140,75.26881720430107,3.259259259259259,3.2146248812915483,18
彷徨,连殳,142,76.34408602150538,2.3846153846153846,4.270180436847103,13
彷徨,连殳,143,76.88172043010752,7.166666666666667,4.612332112332112,10
彷徨,连殳,144,77.41935483870968,4.285714285714286,4.981203007518797,21
彷徨,连殳,147,79.03225806451613,3.4912280701754392,4.166388192703983,19
彷徨,连殳,148,79.56989247311827,4.722222222222222,3.826705653021443,12
彷徨,连殳,149,80.10752688172043,3.2666666666666666,3.685185185185185,15
彷徨,连殳,152,81.72043010752688,3.0666666666666664,3.3981481481481484,20
彷徨,连殳,153,82.25806451612904,3.861111111111111,3.4283068783068784,24
彷徨,连殳,154,82.79569892473118,3.357142857142857,3.3743386243386246,14
彷徨,连殳,157,84.40860215053763,2.904761904761905,3.013227513227514,14
彷徨,连殳,158,84.94623655913979,2.777777777777778,3.296957671957672,12
彷徨,连殳,159,85.48387096774194,4.208333333333333,3.431267806267806,8
彷徨,连殳,160,86.02150537634408,3.3076923076923075,3.610605038236617,13
彷徨,连殳,161,86.55913978494624,3.3157894736842106,3.5744939271255056,19
彷徨,连殳,162,87.09677419354838,4.1,3.6001349527665316,10
彷徨,连殳,164,88.17204301075269,3.3846153846153846,3.7423076923076923,13
彷徨,爱姑,174,93.54838709677419,2.933333333333333,4.366666666666666,15
彷徨,爱姑,175,94.08602150537635,5.8,4.901851851851851,15
彷徨,爱姑,176,94.6236559139785,5.972222222222221,6.20978835978836,12
彷徨,爱姑,177,95.16129032258065,6.857142857142857,5.367364117364118,14
彷徨,爱姑,178,95.6989247311828,3.272727272727273,5.4784752284752285,11
彷徨,爱姑,179,96.23655913978494,6.305555555555556,5.474242424242424,12
彷徨,爱姑,180,96.7741935483871,6.844444444444444,7.258333333333333,15
彷徨,爱姑,181,97.31182795698925,8.625,7.856481481481481,24
彷徨,爱姑,182,97.84946236559139,8.1,7.575,20
彷徨,爱姑,183,98.38709677419355,6.0,6.459259259259259,13
彷徨,爱姑,184,98.9247311827957,5.277777777777778,5.638888888888889,12
彷徨,OVERALL,1,0.5376344086021506,2.1568627450980395,2.304621848739496,17
彷徨,OVERALL,2,1.0752688172043012,2.4523809523809526,3.932247899159664,14
彷徨,OVERALL,3,1.6129032258064515,7.1875,4.290216727716728,16
彷徨,OVERALL,4,2.1505376344086025,3.230769230769231,4.900106837606837,13
彷徨,OVERALL,5,2.6881720430107525,4.282051282051282,4.317404817404817,13
彷徨,OVERALL,6,3.225806451612903,5.4393939393939394,4.78369161702495,22
彷徨,OVERALL,7,3.763440860215054,4.62962962962963,4.440997274330608,18
彷徨,OVERALL,8,4.301075268817205,3.2539682539682544,5.050088183421517,21
彷徨,OVERALL,9,4.838709677419355,7.266666666666666,4.569378306878307,5
彷徨,OVERALL,10,5.376344086021505,3.1875,5.271759259259259,16
彷徨,OVERALL,11,5.913978494623656,5.361111111111112,4.071759259259259,24
彷徨,OVERALL,12,6.451612903225806,3.6666666666666665,5.2592592592592595,18
彷徨,OVERALL,13,6.989247311827956,6.75,4.083333333333333,8
彷徨,OVERALL,14,7.526881720430108,1.8333333333333333,4.275252525252525,18
彷徨,OVERALL,15,8.064516129032258,4.242424242424242,3.833894500561167,11
彷徨,OVERALL,16,8.60215053763441,5.4259259259259265,4.633894500561167,18
彷徨,OVERALL,17,9.13978494623656,4.2333333333333325,4.913239676458066,30
彷徨,OVERALL,18,9.67741935483871,5.080459770114942,4.476819923371647,29
彷徨,OVERALL,19,10.21505376344086,4.116666666666666,4.843486590038314,20
彷徨,OVERALL,20,10.75268817204301,5.333333333333333,4.476797385620915,20
彷徨,OVERALL,21,11.29032258064516,3.980392156862745,4.326797385620915,17
彷徨,OVERALL,22,11.827956989247312,3.6666666666666665,3.7777777777777772,4
彷徨,OVERALL,23,12.365591397849462,3.686274509803922,2.950980392156863,34
彷徨,OVERALL,24,12.903225806451612,1.5,2.9741285403050113,2
彷徨,OVERALL,25,13.440860215053762,3.736111111111111,2.7453703703703702,24
彷徨,OVERALL,26,13.978494623655912,3.0,3.310729847494553,5
彷徨,OVERALL,27,14.516129032258066,3.1960784313725488,3.384803921568627,17
彷徨,OVERALL,28,15.053763440860216,3.958333333333333,3.6317175018155416,16
彷徨,OVERALL,29,15.591397849462366,3.7407407407407414,4.566358024691358,9
彷徨,OVERALL,30,16.129032258064516,6.0,4.246913580246914,5
彷徨,OVERALL,31,16.666666666666664,3.0,4.083333333333333,1
彷徨,OVERALL,32,17.20430107526882,3.25,2.869047619047619,8
彷徨,OVERALL,33,17.741935483870968,2.357142857142857,3.9347041847041844,14
彷徨,OVERALL,34,18.27956989247312,6.196969696969696,4.84025974025974,22
彷徨,OVERALL,35,18.817204301075268,5.966666666666667,6.458989898989898,10
彷徨,OVERALL,36,19.35483870967742,7.213333333333333,5.750476190476189,25
彷徨,OVERALL,37,19.892473118279568,4.071428571428571,5.035661375661376,14
彷徨,OVERALL,38,20.43010752688172,3.822222222222222,4.075661375661376,15
彷徨,OVERALL,39,20.967741935483872,4.333333333333334,4.274074074074075,17
彷徨,OVERALL,40,21.50537634408602,4.666666666666667,4.833333333333333,18
彷徨,OVERALL,41,22.043010752688172,5.5,5.061403508771931,12
彷徨,OVERALL,42,22.58064516129032,5.017543859649123,5.681773879142301,19
彷徨,OVERALL,43,23.118279569892472,6.527777777777779,3.8484405458089674,12
彷徨,OVERALL,44,23.655913978494624,0.0,3.4298941798941804,1
彷徨,OVERALL,45,24.193548387096776,3.761904761904762,2.503968253968254,7
彷徨,OVERALL,46,24.731182795698924,3.75,3.198412698412698,8
彷徨,OVERALL,47,25.268817204301076,2.0833333333333335,2.4682539682539684,12
彷徨,OVERALL,48,25.806451612903224,1.5714285714285714,2.4166666666666665,14
彷徨,OVERALL,49,26.344086021505376,3.5952380952380953,3.1502057613168724,14
彷徨,OVERALL,50,26.881720430107524,4.283950617283951,3.866162319378694,27
彷徨,OVERALL,51,27.419354838709676,3.7192982456140355,4.527008880225255,19
彷徨,OVERALL,52,27.956989247311824,5.5777777777777775,4.67478291688818,15
彷徨,OVERALL,53,28.49462365591398,4.7272727272727275,4.705850168350168,11
彷徨,OVERALL,54,29.03225806451613,3.8125,5.013257575757575,16
彷徨,OVERALL,55,29.56989247311828,6.5,4.354166666666667,10
彷徨,OVERALL,56,30.107526881720432,2.75,4.621794871794871,8
彷徨,OVERALL,57,30.64516129032258,4.615384615384615,4.121794871794871,13
彷徨,OVERALL,58,31.182795698924732,5.0,4.474969474969474,0
彷徨,OVERALL,59,31.72043010752688,3.8095238095238093,4.317460317460317,14
彷徨,OVERALL,60,32.25806451612903,4.142857142857143,3.3477633477633475,7
彷徨,OVERALL,61,32.795698924731184,2.090909090909091,3.222366522366522,11
彷徨,OVERALL,62,33.33333333333333,3.4333333333333327,3.0838383838383834,20
彷徨,OVERALL,63,33.87096774193548,3.727272727272727,3.0535353535353535,22
彷徨,OVERALL,64,34.40860215053764,2.0,2.7344877344877343,16
彷徨,OVERALL,65,34.946236559139784,2.476190476190476,2.9365079365079367,14
彷徨,OVERALL,66,35.483870967741936,4.333333333333333,3.6865079365079363,14
彷徨,OVERALL,67,36.02150537634409,4.25,4.715811965811966,8
彷徨,OVERALL,68,36.55913978494624,5.564102564102565,4.6602564102564115,13
彷徨,OVERALL,69,37.096774193548384,4.166666666666667,4.243589743589744,12
彷徨,OVERALL,70,37.634408602150536,3.0,2.952991452991453,2
彷徨,OVERALL,71,38.17204301075269,1.6923076923076923,2.8021978021978025,13
彷徨,OVERALL,72,38.70967741935484,3.7142857142857144,2.404049654049654,14
彷徨,OVERALL,73,39.247311827956985,1.8055555555555554,3.5066137566137563,12
彷徨,OVERALL,74,39.784946236559136,5.0,3.169753086419753,19
彷徨,OVERALL,75,40.32258064516129,2.7037037037037037,3.9315375982042653,9
彷徨,OVERALL,76,40.86021505376344,4.090909090909091,3.9156645823312495,11
彷徨,OVERALL,77,41.39784946236559,4.952380952380953,4.047763347763348,7
彷徨,OVERALL,78,41.935483870967744,3.1,3.8507936507936513,10
彷徨,OVERALL,79,42.473118279569896,3.5,3.8444444444444446,2
彷徨,OVERALL,80,43.01075268817204,4.933333333333334,4.033333333333333,5
彷徨,OVERALL,81,43.54838709677419,3.6666666666666665,4.616666666666666,13
彷徨,OVERALL,82,44.086021505376344,5.25,4.130116959064328,8
彷徨,OVERALL,83,44.623655913978496,3.473684210526316,4.730116959064327,19
彷徨,OVERALL,84,45.16129032258064,5.466666666666667,4.48888888888889,15
彷徨,OVERALL,85,45.69892473118279,4.526315789473684,4.886549707602339,19
彷徨,OVERALL,86,46.236559139784944,4.666666666666667,4.323586744639376,15
彷徨,OVERALL,87,46.774193548387096,3.7777777777777777,3.7037037037037037,9
彷徨,OVERALL,88,47.31182795698925,2.666666666666667,3.7106481481481484,16
彷徨,OVERALL,89,47.8494623655914,4.6875,3.9593253968253967,16
彷徨,OVERALL,90,48.38709677419355,4.523809523809524,3.9723972922502333,14
彷徨,OVERALL,91,48.924731182795696,2.7058823529411766,4.0889096379292456,17
彷徨,OVERALL,92,49.46236559139785,5.037037037037036,4.652868554829339,9
彷徨,OVERALL,93,50.0,6.215686274509803,4.922624942232785,17
彷徨,OVERALL,94,50.53763440860215,3.5151515151515156,4.6966040495452255,22
彷徨,OVERALL,95,51.075268817204304,4.358974358974359,4.75665306915307,13
彷徨,OVERALL,96,51.61290322580645,6.395833333333334,5.504127816627817,16
彷徨,OVERALL,97,52.1505376344086,5.757575757575758,5.404671717171717,22
彷徨,OVERALL,98,52.68817204301075,4.060606060606061,4.346801346801347,11
彷徨,OVERALL,99,53.2258064516129,3.2222222222222223,3.8026094276094278,9
彷徨,OVERALL,100,53.76344086021505,4.125,3.455246913580247,8
彷徨,OVERALL,101,54.3010752688172,3.0185185185185186,4.182760141093475,18
彷徨,OVERALL,102,54.83870967741935,5.404761904761904,4.279982363315696,14
彷徨,OVERALL,103,55.376344086021504,4.416666666666666,4.04047619047619,16
彷徨,OVERALL,104,55.91397849462365,2.3,3.905555555555555,20
彷徨,OVERALL,105,56.451612903225815,5.0,3.4636363636363634,0
彷徨,OVERALL,106,56.98924731182796,3.090909090909091,4.891414141414141,11
彷徨,OVERALL,107,57.52688172043011,6.583333333333333,4.38030303030303,8
彷徨,OVERALL,108,58.06451612903226,3.4666666666666672,4.967283950617284,15
彷徨,OVERALL,109,58.602150537634415,4.851851851851851,4.7140159767610745,9
彷徨,OVERALL,110,59.13978494623656,5.823529411764706,5.706608569353668,17
彷徨,OVERALL,111,59.67741935483871,6.4444444444444455,6.133769063180829,3
彷徨,OVERALL,112,60.215053763440864,6.133333333333334,6.414814814814815,20
彷徨,OVERALL,113,60.752688172043015,6.666666666666667,6.094444444444445,13
彷徨,OVERALL,114,61.29032258064516,5.483333333333333,5.721497584541063,20
彷徨,OVERALL,115,61.82795698924731,5.0144927536231885,4.983402346445825,23
彷徨,OVERALL,116,62.365591397849464,4.4523809523809526,4.629308779194363,14
彷徨,OVERALL,117,62.903225806451616,4.421052631578948,3.868922305764412,19
彷徨,OVERALL,118,63.44086021505376,2.7333333333333334,4.250292397660819,15
彷徨,OVERALL,119,63.97849462365591,5.5964912280701755,4.2673489278752434,19
彷徨,OVERALL,120,64.51612903225806,4.472222222222222,5.4256822612085776,12
彷徨,OVERALL,121,65.05376344086021,6.208333333333333,4.4490740740740735,8
彷徨,OVERALL,122,65.59139784946237,2.6666666666666665,6.791666666666667,17
彷徨,OVERALL,123,66.12903225806451,11.5,6.679012345679013,2
彷徨,OVERALL,124,66.66666666666666,5.87037037037037,7.487654320987654,18
彷徨,OVERALL,125,67.20430107526882,5.092592592592592,5.15432098765432,18
彷徨,OVERALL,126,67.74193548387096,4.5,5.475308641975308,12
彷徨,OVERALL,127,68.27956989247312,6.833333333333333,5.222222222222221,6
彷徨,OVERALL,128,68.81720430107528,4.333333333333333,5.738888888888888,8
彷徨,OVERALL,129,69.35483870967742,6.05,3.683333333333333,20
彷徨,OVERALL,130,69.89247311827957,0.6666666666666666,3.498148148148148,3
彷徨,OVERALL,131,70.43010752688173,3.7777777777777777,3.5092592592592595,18
彷徨,OVERALL,132,70.96774193548387,6.083333333333333,4.481481481481482,12
彷徨,OVERALL,133,71.50537634408603,3.5833333333333335,3.8148148148148144,20
彷徨,OVERALL,134,72.04301075268818,1.7777777777777777,3.2685185185185186,9
彷徨,OVERALL,135,72.58064516129032,4.444444444444445,3.8518518518518516,9
彷徨,OVERALL,136,73.11827956989248,5.333333333333333,4.182336182336183,6
彷徨,OVERALL,137,73.65591397849462,2.769230769230769,3.8523698523698524,13
彷徨,OVERALL,138,74.19354838709677,3.4545454545454546,3.4079254079254078,11
彷徨,OVERALL,139,74.73118279569893,4.0,3.571268237934905,14
彷徨,OVERALL,140,75.26881720430107,3.259259259259259,4.530864197530864,18
彷徨,OVERALL,141,75.80645161290323,6.333333333333333,3.9924026590693256,3
彷徨,OVERALL,142,76.34408602150538,2.3846153846153846,5.294871794871795,13
彷徨,OVERALL,143,76.88172043010752,7.166666666666667,4.612332112332112,10
彷徨,OVERALL,144,77.41935483870968,4.285714285714286,4.912698412698412,21
彷徨,OVERALL,145,77.95698924731182,3.2857142857142856,3.857142857142857,14
彷徨,OVERALL,146,78.49462365591397,4.0,3.592314118629908,3
彷徨,OVERALL,147,79.03225806451613,3.4912280701754392,4.071150097465887,19
彷徨,OVERALL,148,79.56989247311827,4.722222222222222,3.826705653021443,12
彷徨,OVERALL,149,80.10752688172043,3.2666666666666666,3.611680911680912,15
彷徨,OVERALL,150,80.64516129032258,2.8461538461538463,3.058440170940171,13
彷徨,OVERALL,151,81.18279569892472,3.0625,2.9917735042735045,16
彷徨,OVERALL,152,81.72043010752688,3.0666666666666664,3.3300925925925924,20
彷徨,OVERALL,153,82.25806451612904,3.861111111111111,3.4283068783068784,24
彷徨,OVERALL,154,82.79569892473118,3.357142857142857,2.921236171236171,14
彷徨,OVERALL,155,83.33333333333334,1.5454545454545454,3.0310245310245314,22
彷徨,OVERALL,156,83.87096774193549,4.190476190476191,2.8802308802308807,28
彷徨,OVERALL,157,84.40860215053763,2.904761904761905,3.291005291005291,14
彷徨,OVERALL,158,84.94623655913979,2.777777777777778,3.296957671957672,12
彷徨,OVERALL,159,85.48387096774194,4.208333333333333,3.431267806267806,8
彷徨,OVERALL,160,86.02150537634408,3.3076923076923075,3.610605038236617,13
彷徨,OVERALL,161,86.55913978494624,3.3157894736842106,3.5744939271255056,19
彷徨,OVERALL,162,87.09677419354838,4.1,3.660818713450292,10
彷徨,OVERALL,163,87.63440860215054,3.5666666666666664,3.6837606837606836,10
彷徨,OVERALL,164,88.17204301075269,3.3846153846153846,3.998912198912199,13
彷徨,OVERALL,165,88.70967741935483,5.045454545454546,4.298912198912199,22
彷徨,OVERALL,166,89.24731182795699,4.466666666666667,4.853246753246753,15
彷徨,OVERALL,167,89.78494623655914,5.047619047619048,4.560317460317461,14
彷徨,OVERALL,168,90.32258064516128,4.166666666666667,4.071428571428572,6
彷徨,OVERALL,169,90.86021505376344,3.0,3.116161616161616,12
彷徨,OVERALL,170,91.39784946236558,2.1818181818181817,2.893939393939394,11
彷徨,OVERALL,171,91.93548387096774,3.5,3.2828282828282824,12
彷徨,OVERALL,172,92.47311827956989,4.166666666666667,3.511111111111111,6
彷徨,OVERALL,173,93.01075268817203,2.8666666666666663,3.3222222222222224,5
彷徨,OVERALL,174,93.54838709677419,2.933333333333333,3.866666666666666,15
彷徨,OVERALL,175,94.08602150537635,5.8,4.901851851851851,15
彷徨,OVERALL,176,94.6236559139785,5.972222222222221,6.20978835978836,12
彷徨,OVERALL,177,95.16129032258065,6.857142857142857,5.367364117364118,14
彷徨,OVERALL,178,95.6989247311828,3.272727272727273,5.4784752284752285,11
彷徨,OVERALL,179,96.23655913978494,6.305555555555556,5.474242424242424,12
彷徨,OVERALL,180,96.7741935483871,6.844444444444444,7.258333333333333,15
彷徨,OVERALL,181,97.31182795698925,8.625,7.856481481481481,24
彷徨,OVERALL,182,97.84946236559139,8.1,7.575,20
彷徨,OVERALL,183,98.38709677419355,6.0,6.459259259259259,13
彷徨,OVERALL,184,98.9247311827957,5.277777777777778,5.059259259259259,12
彷徨,OVERALL,185,99.46236559139786,3.9,5.67037037037037,10
彷徨,OVERALL,186,100.0,7.833333333333333,5.866666666666666,6
热风,道德,24,16.43835616438356,6.477477477477478,6.715750232991613,37
热风,道德,25,17.123287671232877,6.954022988505747,5.345222377549963,29
热风,道德,31,21.232876712328768,2.604166666666667,4.216366248693834,16
热风,道德,95,65.06849315068493,3.090909090909091,3.8736672278338946,11
热风,道德,100,68.4931506849315,5.925925925925926,4.455611672278339,27
热风,道德,101,69.17808219178082,4.35,5.480864197530864,20
热风,道德,102,69.86301369863014,6.166666666666668,5.746296296296296,22
热风,道德,105,71.91780821917808,6.722222222222221,6.296296296296297,12
热风,道德,106,72.6027397260274,6.0,6.427875243664718,16
热风,道德,117,80.13698630136986,6.56140350877193,5.83625730994152,19
热风,道德,118,80.82191780821918,4.947368421052632,5.302923976608187,19
热风,道德,120,82.1917808219178,4.4,6.535542560103964,15
热风,道德,126,86.3013698630137,10.25925925925926,6.525308641975308,27
热风,道德,136,93.15068493150685,4.916666666666667,6.351039636127356,16
热风,道德,137,93.83561643835617,3.87719298245614,3.875730994152047,19
热风,道德,143,97.94520547945206,2.833333333333333,3.3552631578947363,8
热风,唐俟,6,4.10958904109589,2.7777777777777777,4.5858585858585865,9
热风,唐俟,22,15.068493150684931,6.3939393939393945,6.4511784511784525,22
热风,唐俟,38,26.027397260273972,10.181818181818182,8.318181818181818,11
热风,唐俟,40,27.397260273972602,8.378787878787877,8.227272727272727,22
热风,唐俟,43,29.45205479452055,6.121212121212121,6.944444444444444,11
热风,唐俟,45,30.82191780821918,6.333333333333334,7.048951048951049,14
热风,唐俟,47,32.19178082191781,8.692307692307692,6.952991452991452,13
热风,唐俟,49,33.56164383561644,5.833333333333333,7.9406457739791065,12
热风,唐俟,52,35.61643835616438,9.296296296296296,8.154320987654321,9
热风,唐俟,64,43.83561643835616,9.333333333333334,9.056030389363722,3
热风,唐俟,70,47.94520547945205,8.538461538461538,7.521367521367522,13
热风,唐俟,90,61.64383561643836,4.6923076923076925,7.965811965811966,13
